scope,benchmark,stage,grouping,group,data_status,disagreement_cases,sgf_correct_count,committed_history_correct_count,sgf_win_pct,committed_history_win_pct,more_often_correct
benchmark,matmult-int,8,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,matmult-int,8,ghr_bit_difference,one_or_multiple_unknown,partially_observed,44,40,4,90.909091,9.090909,SGF
benchmark,nettle-aes,ALL,all_disagreements,all,observed,47140,42691,4449,90.562155,9.437845,SGF
benchmark,nettle-aes,ALL,sgf_pht_counter,00,observed,2090,1998,92,95.598086,4.401914,SGF
benchmark,nettle-aes,ALL,sgf_pht_counter,01,observed,845,520,325,61.538462,38.461538,SGF
benchmark,nettle-aes,ALL,sgf_pht_counter,10,observed,7964,7791,173,97.827725,2.172275,SGF
benchmark,nettle-aes,ALL,sgf_pht_counter,11,observed,36241,32382,3859,89.351839,10.648161,SGF
benchmark,nettle-aes,ALL,shadow_pht_counter,00,observed,9801,9790,11,99.887767,0.112233,SGF
benchmark,nettle-aes,ALL,shadow_pht_counter,01,observed,34404,30383,4021,88.312406,11.687594,SGF
benchmark,nettle-aes,ALL,shadow_pht_counter,10,observed,165,75,90,45.454545,54.545455,committed_history
benchmark,nettle-aes,ALL,shadow_pht_counter,11,observed,2770,2443,327,88.194946,11.805054,SGF
benchmark,nettle-aes,ALL,unresolved_branch_depth,0,observed,28329,26638,1691,94.030852,5.969148,SGF
benchmark,nettle-aes,ALL,unresolved_branch_depth,1,observed,18811,16053,2758,85.338366,14.661634,SGF
benchmark,nettle-aes,ALL,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,nettle-aes,ALL,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,nettle-aes,ALL,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,nettle-aes,ALL,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,nettle-aes,ALL,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,nettle-aes,ALL,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,nettle-aes,ALL,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,nettle-aes,ALL,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,nettle-aes,ALL,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,nettle-aes,ALL,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,47140,42691,4449,90.562155,9.437845,SGF
benchmark,nettle-aes,ALL,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,nettle-aes,ALL,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,nettle-aes,ALL,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,nettle-aes,ALL,ghr_bit_difference,one_or_multiple_unknown,partially_observed,47140,42691,4449,90.562155,9.437845,SGF
benchmark,nettle-aes,6,all_disagreements,all,observed,11272,10078,1194,89.407381,10.592619,SGF
benchmark,nettle-aes,6,sgf_pht_counter,00,observed,1934,1850,84,95.656670,4.343330,SGF
benchmark,nettle-aes,6,sgf_pht_counter,01,observed,687,520,167,75.691412,24.308588,SGF
benchmark,nettle-aes,6,sgf_pht_counter,10,observed,1135,1116,19,98.325991,1.674009,SGF
benchmark,nettle-aes,6,sgf_pht_counter,11,observed,7516,6592,924,87.706227,12.293773,SGF
benchmark,nettle-aes,6,shadow_pht_counter,00,observed,3232,3221,11,99.659653,0.340347,SGF
benchmark,nettle-aes,6,shadow_pht_counter,01,observed,5419,4487,932,82.801255,17.198745,SGF
benchmark,nettle-aes,6,shadow_pht_counter,10,observed,163,75,88,46.012270,53.987730,committed_history
benchmark,nettle-aes,6,shadow_pht_counter,11,observed,2458,2295,163,93.368592,6.631408,SGF
benchmark,nettle-aes,6,unresolved_branch_depth,0,observed,5498,5231,267,95.143689,4.856311,SGF
benchmark,nettle-aes,6,unresolved_branch_depth,1,observed,5774,4847,927,83.945272,16.054728,SGF
benchmark,nettle-aes,6,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,nettle-aes,6,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,nettle-aes,6,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,nettle-aes,6,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,nettle-aes,6,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,nettle-aes,6,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,nettle-aes,6,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,nettle-aes,6,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,nettle-aes,6,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,nettle-aes,6,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,11272,10078,1194,89.407381,10.592619,SGF
benchmark,nettle-aes,6,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,nettle-aes,6,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,nettle-aes,6,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,nettle-aes,6,ghr_bit_difference,one_or_multiple_unknown,partially_observed,11272,10078,1194,89.407381,10.592619,SGF
benchmark,nettle-aes,7,all_disagreements,all,observed,13118,12097,1021,92.216801,7.783199,SGF
benchmark,nettle-aes,7,sgf_pht_counter,00,observed,78,74,4,94.871795,5.128205,SGF
benchmark,nettle-aes,7,sgf_pht_counter,01,observed,80,0,80,0.000000,100.000000,committed_history
benchmark,nettle-aes,7,sgf_pht_counter,10,observed,3894,3817,77,98.022599,1.977401,SGF
benchmark,nettle-aes,7,sgf_pht_counter,11,observed,9066,8206,860,90.514008,9.485992,SGF
benchmark,nettle-aes,7,shadow_pht_counter,00,observed,3292,3292,0,100.000000,0.000000,SGF
benchmark,nettle-aes,7,shadow_pht_counter,01,observed,9668,8731,937,90.308233,9.691767,SGF
benchmark,nettle-aes,7,shadow_pht_counter,10,observed,2,0,2,0.000000,100.000000,committed_history
benchmark,nettle-aes,7,shadow_pht_counter,11,observed,156,74,82,47.435897,52.564103,committed_history
benchmark,nettle-aes,7,unresolved_branch_depth,0,observed,6598,6493,105,98.408609,1.591391,SGF
benchmark,nettle-aes,7,unresolved_branch_depth,1,observed,6520,5604,916,85.950920,14.049080,SGF
benchmark,nettle-aes,7,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,nettle-aes,7,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,nettle-aes,7,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,nettle-aes,7,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,nettle-aes,7,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,nettle-aes,7,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,nettle-aes,7,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,nettle-aes,7,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,nettle-aes,7,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,nettle-aes,7,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,13118,12097,1021,92.216801,7.783199,SGF
benchmark,nettle-aes,7,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,nettle-aes,7,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,nettle-aes,7,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,nettle-aes,7,ghr_bit_difference,one_or_multiple_unknown,partially_observed,13118,12097,1021,92.216801,7.783199,SGF
benchmark,nettle-aes,8,all_disagreements,all,observed,22750,20516,2234,90.180220,9.819780,SGF
benchmark,nettle-aes,8,sgf_pht_counter,00,observed,78,74,4,94.871795,5.128205,SGF
benchmark,nettle-aes,8,sgf_pht_counter,01,observed,78,0,78,0.000000,100.000000,committed_history
benchmark,nettle-aes,8,sgf_pht_counter,10,observed,2935,2858,77,97.376491,2.623509,SGF
benchmark,nettle-aes,8,sgf_pht_counter,11,observed,19659,17584,2075,89.445038,10.554962,SGF
benchmark,nettle-aes,8,shadow_pht_counter,00,observed,3277,3277,0,100.000000,0.000000,SGF
benchmark,nettle-aes,8,shadow_pht_counter,01,observed,19317,17165,2152,88.859554,11.140446,SGF
benchmark,nettle-aes,8,shadow_pht_counter,10,observed,0,0,0,,,no_cases
benchmark,nettle-aes,8,shadow_pht_counter,11,observed,156,74,82,47.435897,52.564103,committed_history
benchmark,nettle-aes,8,unresolved_branch_depth,0,observed,16233,14914,1319,91.874576,8.125424,SGF
benchmark,nettle-aes,8,unresolved_branch_depth,1,observed,6517,5602,915,85.959797,14.040203,SGF
benchmark,nettle-aes,8,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,nettle-aes,8,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,nettle-aes,8,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,nettle-aes,8,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,nettle-aes,8,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,nettle-aes,8,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,nettle-aes,8,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,nettle-aes,8,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,nettle-aes,8,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,nettle-aes,8,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,22750,20516,2234,90.180220,9.819780,SGF
benchmark,nettle-aes,8,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,nettle-aes,8,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,nettle-aes,8,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,nettle-aes,8,ghr_bit_difference,one_or_multiple_unknown,partially_observed,22750,20516,2234,90.180220,9.819780,SGF
benchmark,sglib-combined,ALL,all_disagreements,all,observed,325454,230898,94556,70.946432,29.053568,SGF
benchmark,sglib-combined,ALL,sgf_pht_counter,00,observed,136830,103095,33735,75.345319,24.654681,SGF
benchmark,sglib-combined,ALL,sgf_pht_counter,01,observed,48648,24584,24064,50.534452,49.465548,SGF
benchmark,sglib-combined,ALL,sgf_pht_counter,10,observed,39025,22630,16395,57.988469,42.011531,SGF
benchmark,sglib-combined,ALL,sgf_pht_counter,11,observed,100951,80589,20362,79.829818,20.170182,SGF
benchmark,sglib-combined,ALL,shadow_pht_counter,00,observed,91575,65806,25769,71.860224,28.139776,SGF
benchmark,sglib-combined,ALL,shadow_pht_counter,01,observed,48401,37413,10988,77.297990,22.702010,SGF
benchmark,sglib-combined,ALL,shadow_pht_counter,10,observed,49113,33641,15472,68.497139,31.502861,SGF
benchmark,sglib-combined,ALL,shadow_pht_counter,11,observed,136365,94038,42327,68.960510,31.039490,SGF
benchmark,sglib-combined,ALL,unresolved_branch_depth,0,observed,107238,69227,38011,64.554542,35.445458,SGF
benchmark,sglib-combined,ALL,unresolved_branch_depth,1,observed,218152,161671,56481,74.109337,25.890663,SGF
benchmark,sglib-combined,ALL,unresolved_branch_depth,2,observed,64,0,64,0.000000,100.000000,committed_history
benchmark,sglib-combined,ALL,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,sglib-combined,ALL,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,sglib-combined,ALL,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,sglib-combined,ALL,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,sglib-combined,ALL,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,sglib-combined,ALL,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,sglib-combined,ALL,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,sglib-combined,ALL,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,sglib-combined,ALL,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,325454,230898,94556,70.946432,29.053568,SGF
benchmark,sglib-combined,ALL,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,sglib-combined,ALL,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,sglib-combined,ALL,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,sglib-combined,ALL,ghr_bit_difference,one_or_multiple_unknown,partially_observed,325454,230898,94556,70.946432,29.053568,SGF
benchmark,sglib-combined,6,all_disagreements,all,observed,102094,73321,28773,71.817149,28.182851,SGF
benchmark,sglib-combined,6,sgf_pht_counter,00,observed,41762,32416,9346,77.620804,22.379196,SGF
benchmark,sglib-combined,6,sgf_pht_counter,01,observed,13765,7204,6561,52.335634,47.664366,SGF
benchmark,sglib-combined,6,sgf_pht_counter,10,observed,12107,6828,5279,56.397126,43.602874,SGF
benchmark,sglib-combined,6,sgf_pht_counter,11,observed,34460,26873,7587,77.983169,22.016831,SGF
benchmark,sglib-combined,6,shadow_pht_counter,00,observed,28937,20521,8416,70.916128,29.083872,SGF
benchmark,sglib-combined,6,shadow_pht_counter,01,observed,17630,13180,4450,74.758934,25.241066,SGF
benchmark,sglib-combined,6,shadow_pht_counter,10,observed,14868,10350,4518,69.612591,30.387409,SGF
benchmark,sglib-combined,6,shadow_pht_counter,11,observed,40659,29270,11389,71.988982,28.011018,SGF
benchmark,sglib-combined,6,unresolved_branch_depth,0,observed,27126,18798,8328,69.298828,30.701172,SGF
benchmark,sglib-combined,6,unresolved_branch_depth,1,observed,74936,54523,20413,72.759421,27.240579,SGF
benchmark,sglib-combined,6,unresolved_branch_depth,2,observed,32,0,32,0.000000,100.000000,committed_history
benchmark,sglib-combined,6,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,sglib-combined,6,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,sglib-combined,6,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,sglib-combined,6,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,sglib-combined,6,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,sglib-combined,6,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,sglib-combined,6,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,sglib-combined,6,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,sglib-combined,6,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,102094,73321,28773,71.817149,28.182851,SGF
benchmark,sglib-combined,6,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,sglib-combined,6,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,sglib-combined,6,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,sglib-combined,6,ghr_bit_difference,one_or_multiple_unknown,partially_observed,102094,73321,28773,71.817149,28.182851,SGF
benchmark,sglib-combined,7,all_disagreements,all,observed,104911,75015,29896,71.503465,28.496535,SGF
benchmark,sglib-combined,7,sgf_pht_counter,00,observed,45122,34591,10531,76.661052,23.338948,SGF
benchmark,sglib-combined,7,sgf_pht_counter,01,observed,16548,8452,8096,51.075659,48.924341,SGF
benchmark,sglib-combined,7,sgf_pht_counter,10,observed,12172,6795,5377,55.824844,44.175156,SGF
benchmark,sglib-combined,7,sgf_pht_counter,11,observed,31069,25177,5892,81.035759,18.964241,SGF
benchmark,sglib-combined,7,shadow_pht_counter,00,observed,26924,18791,8133,69.792750,30.207250,SGF
benchmark,sglib-combined,7,shadow_pht_counter,01,observed,16317,13181,3136,80.780781,19.219219,SGF
benchmark,sglib-combined,7,shadow_pht_counter,10,observed,16856,11889,4967,70.532748,29.467252,SGF
benchmark,sglib-combined,7,shadow_pht_counter,11,observed,44814,31154,13660,69.518454,30.481546,SGF
benchmark,sglib-combined,7,unresolved_branch_depth,0,observed,35860,22572,13288,62.944785,37.055215,SGF
benchmark,sglib-combined,7,unresolved_branch_depth,1,observed,69019,52443,16576,75.983425,24.016575,SGF
benchmark,sglib-combined,7,unresolved_branch_depth,2,observed,32,0,32,0.000000,100.000000,committed_history
benchmark,sglib-combined,7,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,sglib-combined,7,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,sglib-combined,7,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,sglib-combined,7,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,sglib-combined,7,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,sglib-combined,7,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,sglib-combined,7,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,sglib-combined,7,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,sglib-combined,7,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,104911,75015,29896,71.503465,28.496535,SGF
benchmark,sglib-combined,7,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,sglib-combined,7,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,sglib-combined,7,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,sglib-combined,7,ghr_bit_difference,one_or_multiple_unknown,partially_observed,104911,75015,29896,71.503465,28.496535,SGF
benchmark,sglib-combined,8,all_disagreements,all,observed,118449,82562,35887,69.702572,30.297428,SGF
benchmark,sglib-combined,8,sgf_pht_counter,00,observed,49946,36088,13858,72.254034,27.745966,SGF
benchmark,sglib-combined,8,sgf_pht_counter,01,observed,18335,8928,9407,48.693755,51.306245,committed_history
benchmark,sglib-combined,8,sgf_pht_counter,10,observed,14746,9007,5739,61.080971,38.919029,SGF
benchmark,sglib-combined,8,sgf_pht_counter,11,observed,35422,28539,6883,80.568573,19.431427,SGF
benchmark,sglib-combined,8,shadow_pht_counter,00,observed,35714,26494,9220,74.183793,25.816207,SGF
benchmark,sglib-combined,8,shadow_pht_counter,01,observed,14454,11052,3402,76.463263,23.536737,SGF
benchmark,sglib-combined,8,shadow_pht_counter,10,observed,17389,11402,5987,65.570188,34.429812,SGF
benchmark,sglib-combined,8,shadow_pht_counter,11,observed,50892,33614,17278,66.049674,33.950326,SGF
benchmark,sglib-combined,8,unresolved_branch_depth,0,observed,44252,27857,16395,62.950827,37.049173,SGF
benchmark,sglib-combined,8,unresolved_branch_depth,1,observed,74197,54705,19492,73.729396,26.270604,SGF
benchmark,sglib-combined,8,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,sglib-combined,8,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,sglib-combined,8,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,sglib-combined,8,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,sglib-combined,8,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,sglib-combined,8,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,sglib-combined,8,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,sglib-combined,8,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,sglib-combined,8,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,sglib-combined,8,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,118449,82562,35887,69.702572,30.297428,SGF
benchmark,sglib-combined,8,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,sglib-combined,8,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,sglib-combined,8,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,sglib-combined,8,ghr_bit_difference,one_or_multiple_unknown,partially_observed,118449,82562,35887,69.702572,30.297428,SGF
benchmark,statemate,ALL,all_disagreements,all,observed,46619,43268,3351,92.811944,7.188056,SGF
benchmark,statemate,ALL,sgf_pht_counter,00,observed,2,0,2,0.000000,100.000000,committed_history
benchmark,statemate,ALL,sgf_pht_counter,01,observed,3349,0,3349,0.000000,100.000000,committed_history
benchmark,statemate,ALL,sgf_pht_counter,10,observed,16,16,0,100.000000,0.000000,SGF
benchmark,statemate,ALL,sgf_pht_counter,11,observed,43252,43252,0,100.000000,0.000000,SGF
benchmark,statemate,ALL,shadow_pht_counter,00,observed,9977,9977,0,100.000000,0.000000,SGF
benchmark,statemate,ALL,shadow_pht_counter,01,observed,33291,33291,0,100.000000,0.000000,SGF
benchmark,statemate,ALL,shadow_pht_counter,10,observed,2,0,2,0.000000,100.000000,committed_history
benchmark,statemate,ALL,shadow_pht_counter,11,observed,3349,0,3349,0.000000,100.000000,committed_history
benchmark,statemate,ALL,unresolved_branch_depth,0,observed,26637,26626,11,99.958704,0.041296,SGF
benchmark,statemate,ALL,unresolved_branch_depth,1,observed,19982,16642,3340,83.284956,16.715044,SGF
benchmark,statemate,ALL,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,statemate,ALL,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,statemate,ALL,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,statemate,ALL,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,statemate,ALL,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,statemate,ALL,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,statemate,ALL,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,statemate,ALL,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,statemate,ALL,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,statemate,ALL,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,46619,43268,3351,92.811944,7.188056,SGF
benchmark,statemate,ALL,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,statemate,ALL,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,statemate,ALL,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,statemate,ALL,ghr_bit_difference,one_or_multiple_unknown,partially_observed,46619,43268,3351,92.811944,7.188056,SGF
benchmark,statemate,6,all_disagreements,all,observed,19981,16640,3341,83.279115,16.720885,SGF
benchmark,statemate,6,sgf_pht_counter,00,observed,2,0,2,0.000000,100.000000,committed_history
benchmark,statemate,6,sgf_pht_counter,01,observed,3339,0,3339,0.000000,100.000000,committed_history
benchmark,statemate,6,sgf_pht_counter,10,observed,6,6,0,100.000000,0.000000,SGF
benchmark,statemate,6,sgf_pht_counter,11,observed,16634,16634,0,100.000000,0.000000,SGF
benchmark,statemate,6,shadow_pht_counter,00,observed,3325,3325,0,100.000000,0.000000,SGF
benchmark,statemate,6,shadow_pht_counter,01,observed,13315,13315,0,100.000000,0.000000,SGF
benchmark,statemate,6,shadow_pht_counter,10,observed,2,0,2,0.000000,100.000000,committed_history
benchmark,statemate,6,shadow_pht_counter,11,observed,3339,0,3339,0.000000,100.000000,committed_history
benchmark,statemate,6,unresolved_branch_depth,0,observed,6659,6658,1,99.984983,0.015017,SGF
benchmark,statemate,6,unresolved_branch_depth,1,observed,13322,9982,3340,74.928689,25.071311,SGF
benchmark,statemate,6,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,statemate,6,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,statemate,6,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,statemate,6,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,statemate,6,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,statemate,6,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,statemate,6,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,statemate,6,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,statemate,6,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,statemate,6,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,19981,16640,3341,83.279115,16.720885,SGF
benchmark,statemate,6,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,statemate,6,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,statemate,6,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,statemate,6,ghr_bit_difference,one_or_multiple_unknown,partially_observed,19981,16640,3341,83.279115,16.720885,SGF
benchmark,statemate,7,all_disagreements,all,observed,13319,13314,5,99.962460,0.037540,SGF
benchmark,statemate,7,sgf_pht_counter,00,observed,0,0,0,,,no_cases
benchmark,statemate,7,sgf_pht_counter,01,observed,5,0,5,0.000000,100.000000,committed_history
benchmark,statemate,7,sgf_pht_counter,10,observed,5,5,0,100.000000,0.000000,SGF
benchmark,statemate,7,sgf_pht_counter,11,observed,13309,13309,0,100.000000,0.000000,SGF
benchmark,statemate,7,shadow_pht_counter,00,observed,3326,3326,0,100.000000,0.000000,SGF
benchmark,statemate,7,shadow_pht_counter,01,observed,9988,9988,0,100.000000,0.000000,SGF
benchmark,statemate,7,shadow_pht_counter,10,observed,0,0,0,,,no_cases
benchmark,statemate,7,shadow_pht_counter,11,observed,5,0,5,0.000000,100.000000,committed_history
benchmark,statemate,7,unresolved_branch_depth,0,observed,9989,9984,5,99.949945,0.050055,SGF
benchmark,statemate,7,unresolved_branch_depth,1,observed,3330,3330,0,100.000000,0.000000,SGF
benchmark,statemate,7,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
benchmark,statemate,7,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,statemate,7,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,statemate,7,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,statemate,7,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,statemate,7,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,statemate,7,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,statemate,7,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,statemate,7,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,statemate,7,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,13319,13314,5,99.962460,0.037540,SGF
benchmark,statemate,7,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,statemate,7,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,statemate,7,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,statemate,7,ghr_bit_difference,one_or_multiple_unknown,partially_observed,13319,13314,5,99.962460,0.037540,SGF
benchmark,statemate,8,all_disagreements,all,observed,13319,13314,5,99.962460,0.037540,SGF
benchmark,statemate,8,sgf_pht_counter,00,observed,0,0,0,,,no_cases
benchmark,statemate,8,sgf_pht_counter,01,observed,5,0,5,0.000000,100.000000,committed_history
benchmark,statemate,8,sgf_pht_counter,10,observed,5,5,0,100.000000,0.000000,SGF
benchmark,statemate,8,sgf_pht_counter,11,observed,13309,13309,0,100.000000,0.000000,SGF
benchmark,statemate,8,shadow_pht_counter,00,observed,3326,3326,0,100.000000,0.000000,SGF
benchmark,statemate,8,shadow_pht_counter,01,observed,9988,9988,0,100.000000,0.000000,SGF
benchmark,statemate,8,shadow_pht_counter,10,observed,0,0,0,,,no_cases
benchmark,statemate,8,shadow_pht_counter,11,observed,5,0,5,0.000000,100.000000,committed_history
benchmark,statemate,8,unresolved_branch_depth,0,observed,9989,9984,5,99.949945,0.050055,SGF
benchmark,statemate,8,unresolved_branch_depth,1,observed,3330,3330,0,100.000000,0.000000,SGF
benchmark,statemate,8,unresolved_branch_depth,2,observed,0,0,0,,,no_cases
