scope,benchmark,stage,grouping,group,data_status,disagreement_cases,sgf_correct_count,committed_history_correct_count,sgf_win_pct,committed_history_win_pct,more_often_correct
benchmark,statemate,8,unresolved_branch_depth,3,observed,0,0,0,,,no_cases
benchmark,statemate,8,ghr_hamming_distance,0,known_zero,0,0,0,,,no_cases
benchmark,statemate,8,ghr_hamming_distance,1,unavailable,,,,,,unavailable
benchmark,statemate,8,ghr_hamming_distance,2,unavailable,,,,,,unavailable
benchmark,statemate,8,ghr_hamming_distance,3,unavailable,,,,,,unavailable
benchmark,statemate,8,ghr_hamming_distance,4,unavailable,,,,,,unavailable
benchmark,statemate,8,ghr_hamming_distance,5,unavailable,,,,,,unavailable
benchmark,statemate,8,ghr_hamming_distance,6,unavailable,,,,,,unavailable
benchmark,statemate,8,ghr_hamming_distance,nonzero_distance_unknown,partially_observed,13319,13314,5,99.962460,0.037540,SGF
benchmark,statemate,8,ghr_bit_difference,same_history,known_zero,0,0,0,,,no_cases
benchmark,statemate,8,ghr_bit_difference,one_bit,unavailable,,,,,,unavailable
benchmark,statemate,8,ghr_bit_difference,multiple_bits,unavailable,,,,,,unavailable
benchmark,statemate,8,ghr_bit_difference,one_or_multiple_unknown,partially_observed,13319,13314,5,99.962460,0.037540,SGF
