benchmark,stage,sgf_counter,shadow_counter,depth,ghr_diff,btb_hit,issued,issued_agree,issued_differ,agree,differ,sgf_only_correct,committed_only_correct,both_correct,both_wrong
huffbench,7,01,11,2,1,0,28,28,0,28,0,0,0,28,0
huffbench,7,01,11,2,1,1,514,0,514,0,419,418,1,0,0
huffbench,7,10,00,0,1,0,95,95,0,95,0,0,0,95,0
huffbench,7,10,00,0,1,1,42,0,42,0,42,5,37,0,0
huffbench,7,10,00,1,1,0,45,45,0,27,0,0,0,27,0
huffbench,7,10,00,1,1,1,8285,0,8285,0,5149,1316,3833,0,0
huffbench,7,10,00,2,1,1,681,0,681,0,0,0,0,0,0
huffbench,7,10,01,0,1,0,34,34,0,23,0,0,0,23,0
huffbench,7,10,01,0,1,1,227,0,227,0,55,50,5,0,0
huffbench,7,10,01,1,1,0,40,40,0,12,0,0,0,12,0
huffbench,7,10,01,1,1,1,5027,0,5027,0,4305,560,3745,0,0
huffbench,7,10,01,2,1,0,1,1,0,0,0,0,0,0,0
huffbench,7,10,01,2,1,1,146,0,146,0,0,0,0,0,0
huffbench,7,10,10,0,0,0,508,508,0,456,0,0,0,406,50
huffbench,7,10,10,0,0,1,35035,35035,0,33814,0,0,0,21345,12469
huffbench,7,10,10,0,1,0,2,2,0,2,0,0,0,2,0
huffbench,7,10,10,0,1,1,189,189,0,32,0,0,0,25,7
huffbench,7,10,10,1,0,0,114,114,0,24,0,0,0,24,0
huffbench,7,10,10,1,0,1,831,831,0,831,0,0,0,563,268
huffbench,7,10,10,1,1,0,33,33,0,28,0,0,0,17,11
huffbench,7,10,10,1,1,1,857,857,0,669,0,0,0,260,409
huffbench,7,10,10,2,1,0,3,3,0,3,0,0,0,3,0
huffbench,7,10,10,2,1,1,1481,1481,0,614,0,0,0,59,555
huffbench,7,10,11,0,1,0,23,23,0,13,0,0,0,12,1
huffbench,7,10,11,0,1,1,2661,2661,0,2436,0,0,0,2426,10
huffbench,7,10,11,1,1,0,74,74,0,14,0,0,0,14,0
huffbench,7,10,11,1,1,1,2134,2134,0,1543,0,0,0,698,845
huffbench,7,10,11,2,1,1,100,100,0,23,0,0,0,0,23
huffbench,7,11,00,0,1,0,407,407,0,407,0,0,0,406,1
huffbench,7,11,00,0,1,1,424,0,424,0,76,25,51,0,0
huffbench,7,11,00,1,1,0,70,70,0,49,0,0,0,49,0
huffbench,7,11,00,1,1,1,8127,0,8127,0,4629,1563,3066,0,0
huffbench,7,11,00,2,1,1,4830,0,4830,0,0,0,0,0,0
huffbench,7,11,01,0,1,0,26,26,0,26,0,0,0,24,2
huffbench,7,11,01,0,1,1,5508,0,5508,0,534,518,16,0,0
huffbench,7,11,01,1,1,0,86,86,0,35,0,0,0,35,0
huffbench,7,11,01,1,1,1,7577,0,7577,0,6367,2529,3838,0,0
huffbench,7,11,01,2,1,1,303,0,303,0,0,0,0,0,0
huffbench,7,11,10,0,1,0,26,26,0,22,0,0,0,11,11
huffbench,7,11,10,0,1,1,184,184,0,108,0,0,0,97,11
huffbench,7,11,10,1,1,0,19,19,0,16,0,0,0,16,0
huffbench,7,11,10,1,1,1,1228,1228,0,1003,0,0,0,397,606
huffbench,7,11,10,2,1,1,1808,1808,0,557,0,0,0,68,489
huffbench,7,11,11,0,0,0,860,860,0,669,0,0,0,574,95
huffbench,7,11,11,0,0,1,270913,270913,0,263978,0,0,0,245181,18797
huffbench,7,11,11,0,1,0,478,478,0,454,0,0,0,454,0
huffbench,7,11,11,0,1,1,420,420,0,362,0,0,0,296,66
huffbench,7,11,11,1,0,0,59,59,0,35,0,0,0,33,2
huffbench,7,11,11,1,0,1,545,545,0,521,0,0,0,283,238
huffbench,7,11,11,1,1,0,38,38,0,22,0,0,0,22,0
huffbench,7,11,11,1,1,1,7259,7259,0,6869,0,0,0,4629,2240
huffbench,7,11,11,2,0,0,14,14,0,14,0,0,0,14,0
huffbench,7,11,11,2,0,1,22,22,0,22,0,0,0,0,22
huffbench,7,11,11,2,1,0,12,12,0,12,0,0,0,12,0
huffbench,7,11,11,2,1,1,545,545,0,11,0,0,0,0,11
huffbench,8,00,00,0,0,0,10957,10957,0,10765,0,0,0,10694,71
huffbench,8,00,00,0,0,1,80488,80488,0,79993,0,0,0,52341,27652
huffbench,8,00,00,0,1,0,6868,6868,0,6868,0,0,0,6824,44
huffbench,8,00,00,0,1,1,2421,2421,0,2397,0,0,0,2384,13
huffbench,8,00,00,1,0,0,411,411,0,338,0,0,0,338,0
huffbench,8,00,00,1,0,1,1664,1664,0,1664,0,0,0,1152,512
huffbench,8,00,00,1,1,0,466,466,0,351,0,0,0,351,0
huffbench,8,00,00,1,1,1,18915,18915,0,13364,0,0,0,12466,898
huffbench,8,00,00,2,0,1,154,154,0,0,0,0,0,0,0
huffbench,8,00,00,2,1,0,210,210,0,165,0,0,0,165,0
huffbench,8,00,00,2,1,1,7330,7330,0,4251,0,0,0,3748,503
huffbench,8,00,01,0,1,0,4225,4225,0,2040,0,0,0,2040,0
huffbench,8,00,01,0,1,1,50,50,0,35,0,0,0,10,25
huffbench,8,00,01,1,1,0,452,452,0,371,0,0,0,370,1
huffbench,8,00,01,1,1,1,5414,5414,0,4557,0,0,0,3983,574
huffbench,8,00,01,2,1,0,30,30,0,25,0,0,0,25,0
huffbench,8,00,01,2,1,1,3109,3109,0,2693,0,0,0,2248,445
huffbench,8,00,10,0,1,0,2728,2728,0,2728,0,0,0,2716,12
huffbench,8,00,10,0,1,1,231,0,231,0,219,199,20,0,0
huffbench,8,00,10,1,1,0,83,83,0,40,0,0,0,40,0
huffbench,8,00,10,1,1,1,4726,0,4726,0,3932,3186,746,0,0
huffbench,8,00,10,2,1,0,113,113,0,95,0,0,0,84,11
huffbench,8,00,10,2,1,1,5943,0,5943,0,2839,2503,336,0,0
huffbench,8,00,11,0,1,0,486,486,0,484,0,0,0,484,0
huffbench,8,00,11,0,1,1,430,0,430,0,298,218,80,0,0
huffbench,8,00,11,1,1,0,500,500,0,395,0,0,0,395,0
huffbench,8,00,11,1,1,1,92373,0,92373,0,85081,78978,6103,0,0
huffbench,8,00,11,2,1,0,935,935,0,815,0,0,0,814,1
huffbench,8,00,11,2,1,1,14004,0,14004,0,12220,11853,367,0,0
huffbench,8,01,00,0,1,0,105,105,0,105,0,0,0,105,0
huffbench,8,01,00,0,1,1,24,24,0,24,0,0,0,17,7
huffbench,8,01,00,1,1,0,125,125,0,47,0,0,0,47,0
huffbench,8,01,00,1,1,1,11206,11206,0,5633,0,0,0,4390,1243
huffbench,8,01,00,2,1,0,2,2,0,2,0,0,0,2,0
huffbench,8,01,00,2,1,1,2146,2146,0,581,0,0,0,581,0
huffbench,8,01,01,0,0,0,5405,5405,0,5336,0,0,0,5285,51
huffbench,8,01,01,0,0,1,38473,38473,0,37479,0,0,0,21585,15894
huffbench,8,01,01,0,1,0,547,547,0,545,0,0,0,543,2
huffbench,8,01,01,0,1,1,177,177,0,11,0,0,0,4,7
huffbench,8,01,01,1,0,0,55,55,0,26,0,0,0,26,0
huffbench,8,01,01,1,0,1,609,609,0,609,0,0,0,356,253
huffbench,8,01,01,1,1,0,74,74,0,60,0,0,0,50,10
huffbench,8,01,01,1,1,1,3608,3608,0,1886,0,0,0,1153,733
huffbench,8,01,01,2,0,0,3,3,0,2,0,0,0,2,0
huffbench,8,01,01,2,0,1,22,22,0,22,0,0,0,22,0
huffbench,8,01,01,2,1,0,9,9,0,8,0,0,0,8,0
huffbench,8,01,01,2,1,1,667,667,0,458,0,0,0,458,0
huffbench,8,01,10,0,1,0,47,47,0,46,0,0,0,34,12
huffbench,8,01,10,0,1,1,30,0,30,0,28,14,14,0,0
huffbench,8,01,10,1,1,0,46,46,0,41,0,0,0,41,0
huffbench,8,01,10,1,1,1,3562,0,3562,0,3225,2842,383,0,0
huffbench,8,01,10,2,1,0,6,6,0,6,0,0,0,6,0
huffbench,8,01,10,2,1,1,505,0,505,0,356,356,0,0,0
huffbench,8,01,11,0,1,0,35,35,0,35,0,0,0,35,0
huffbench,8,01,11,0,1,1,259,0,259,0,165,24,141,0,0
huffbench,8,01,11,1,1,0,57,57,0,40,0,0,0,39,1
huffbench,8,01,11,1,1,1,5302,0,5302,0,4224,3782,442,0,0
huffbench,8,01,11,2,1,0,18,18,0,16,0,0,0,16,0
huffbench,8,01,11,2,1,1,697,0,697,0,384,383,1,0,0
huffbench,8,10,00,0,1,0,128,128,0,118,0,0,0,118,0
huffbench,8,10,00,0,1,1,52,0,52,0,52,15,37,0,0
huffbench,8,10,00,1,1,0,35,35,0,19,0,0,0,19,0
huffbench,8,10,00,1,1,1,8904,0,8904,0,5401,1272,4129,0,0
huffbench,8,10,00,2,1,1,651,0,651,0,0,0,0,0,0
huffbench,8,10,01,0,1,0,32,32,0,22,0,0,0,22,0
huffbench,8,10,01,0,1,1,190,0,190,0,18,12,6,0,0
huffbench,8,10,01,1,1,0,38,38,0,24,0,0,0,24,0
huffbench,8,10,01,1,1,1,5401,0,5401,0,4510,663,3847,0,0
huffbench,8,10,01,2,1,0,1,1,0,1,0,0,0,1,0
huffbench,8,10,01,2,1,1,12,0,12,0,0,0,0,0,0
huffbench,8,10,10,0,0,0,553,553,0,458,0,0,0,406,52
huffbench,8,10,10,0,0,1,36054,36054,0,34768,0,0,0,21822,12946
huffbench,8,10,10,0,1,0,14,14,0,14,0,0,0,14,0
huffbench,8,10,10,0,1,1,187,187,0,31,0,0,0,21,10
huffbench,8,10,10,1,0,0,114,114,0,23,0,0,0,23,0
huffbench,8,10,10,1,0,1,943,943,0,942,0,0,0,651,291
huffbench,8,10,10,1,1,0,45,45,0,27,0,0,0,16,11
huffbench,8,10,10,1,1,1,802,802,0,698,0,0,0,267,431
huffbench,8,10,10,2,1,0,2,2,0,2,0,0,0,2,0
huffbench,8,10,10,2,1,1,65,65,0,16,0,0,0,1,15
huffbench,8,10,11,0,1,0,13,13,0,13,0,0,0,12,1
huffbench,8,10,11,0,1,1,2748,2748,0,2534,0,0,0,2523,11
huffbench,8,10,11,1,1,0,98,98,0,25,0,0,0,25,0
huffbench,8,10,11,1,1,1,2186,2186,0,1599,0,0,0,697,902
huffbench,8,10,11,2,1,0,2,2,0,2,0,0,0,2,0
huffbench,8,10,11,2,1,1,107,107,0,4,0,0,0,0,4
huffbench,8,11,00,0,1,0,540,540,0,540,0,0,0,539,1
huffbench,8,11,00,0,1,1,488,0,488,0,140,101,39,0,0
huffbench,8,11,00,1,1,0,44,44,0,33,0,0,0,33,0
huffbench,8,11,00,1,1,1,8364,0,8364,0,4973,1594,3379,0,0
huffbench,8,11,00,2,1,1,345,0,345,0,0,0,0,0,0
huffbench,8,11,01,0,1,0,26,26,0,26,0,0,0,25,1
huffbench,8,11,01,0,1,1,5069,0,5069,0,103,97,6,0,0
huffbench,8,11,01,1,1,0,88,88,0,39,0,0,0,39,0
huffbench,8,11,01,1,1,1,7514,0,7514,0,6160,2255,3905,0,0
huffbench,8,11,01,2,1,1,14,0,14,0,0,0,0,0,0
huffbench,8,11,10,0,1,0,26,26,0,25,0,0,0,13,12
huffbench,8,11,10,0,1,1,142,142,0,131,0,0,0,115,16
huffbench,8,11,10,1,1,0,26,26,0,22,0,0,0,22,0
huffbench,8,11,10,1,1,1,1167,1167,0,1074,0,0,0,428,646
huffbench,8,11,10,2,1,0,1,1,0,1,0,0,0,1,0
huffbench,8,11,10,2,1,1,229,229,0,61,0,0,0,1,60
huffbench,8,11,11,0,0,0,771,771,0,665,0,0,0,579,86
huffbench,8,11,11,0,0,1,269381,269381,0,262386,0,0,0,243065,19321
huffbench,8,11,11,0,1,0,466,466,0,443,0,0,0,443,0
huffbench,8,11,11,0,1,1,3411,3411,0,3375,0,0,0,3268,107
huffbench,8,11,11,1,0,0,48,48,0,35,0,0,0,33,2
huffbench,8,11,11,1,0,1,530,530,0,506,0,0,0,268,238
huffbench,8,11,11,1,1,0,70,70,0,49,0,0,0,49,0
huffbench,8,11,11,1,1,1,6742,6742,0,6278,0,0,0,4230,2048
huffbench,8,11,11,2,0,0,14,14,0,14,0,0,0,14,0
huffbench,8,11,11,2,0,1,22,22,0,22,0,0,0,0,22
huffbench,8,11,11,2,1,0,13,13,0,13,0,0,0,13,0
huffbench,8,11,11,2,1,1,20,20,0,3,0,0,0,0,3
matmult-int,6,00,00,0,0,0,2043,2043,0,2043,0,0,0,2040,3
matmult-int,6,00,00,0,0,1,2,2,0,2,0,0,0,0,2
matmult-int,6,00,00,1,0,0,1,1,0,0,0,0,0,0,0
matmult-int,6,00,00,1,0,1,37,37,0,37,0,0,0,36,1
matmult-int,6,00,01,0,1,0,2004,2004,0,0,0,0,0,0,0
matmult-int,6,00,10,1,1,0,1,1,0,0,0,0,0,0,0
matmult-int,6,00,11,1,1,0,1,1,0,0,0,0,0,0,0
matmult-int,6,01,01,0,0,0,130,130,0,10,0,0,0,7,3
matmult-int,6,01,01,0,0,1,108,108,0,108,0,0,0,0,108
matmult-int,6,01,01,0,1,1,1,1,0,1,0,0,0,0,1
matmult-int,6,01,01,1,0,0,3,3,0,1,0,0,0,0,1
matmult-int,6,01,01,1,0,1,1,1,0,1,0,0,0,1,0
matmult-int,6,01,01,1,1,0,10,10,0,0,0,0,0,0,0
matmult-int,6,01,01,1,1,1,2,2,0,0,0,0,0,0,0
matmult-int,6,01,10,0,1,1,1,0,1,0,1,0,1,0,0
matmult-int,6,01,10,1,1,0,5,5,0,0,0,0,0,0,0
matmult-int,6,01,10,1,1,1,3,0,3,0,0,0,0,0,0
matmult-int,6,01,11,0,1,1,3,0,3,0,3,0,3,0,0
matmult-int,6,01,11,1,1,0,3,3,0,0,0,0,0,0,0
matmult-int,6,01,11,1,1,1,39,0,39,0,0,0,0,0,0
matmult-int,6,10,01,0,1,0,2,2,0,1,0,0,0,0,1
matmult-int,6,10,01,1,1,0,2,2,0,0,0,0,0,0,0
matmult-int,6,10,10,0,0,0,7,7,0,6,0,0,0,4,2
matmult-int,6,10,10,0,0,1,16986,16986,0,16986,0,0,0,16946,40
matmult-int,6,10,10,0,1,1,1,1,0,1,0,0,0,1,0
matmult-int,6,10,10,1,0,0,39,39,0,37,0,0,0,37,0
matmult-int,6,10,10,1,0,1,1,1,0,1,0,0,0,0,1
matmult-int,6,10,11,0,1,0,1,1,0,1,0,0,0,0,1
matmult-int,6,10,11,0,1,1,39,39,0,39,0,0,0,39,0
matmult-int,6,10,11,1,1,0,2,2,0,0,0,0,0,0,0
matmult-int,6,11,01,0,1,1,40,0,40,0,40,40,0,0,0
matmult-int,6,11,10,0,1,1,114,114,0,114,0,0,0,114,0
matmult-int,6,11,10,1,1,0,1,1,0,0,0,0,0,0,0
matmult-int,6,11,11,0,0,0,81,81,0,81,0,0,0,80,1
matmult-int,6,11,11,0,0,1,448216,448216,0,448216,0,0,0,431293,16923
matmult-int,6,11,11,0,1,1,220,220,0,220,0,0,0,220,0
matmult-int,7,00,00,0,0,0,2043,2043,0,2043,0,0,0,2040,3
matmult-int,7,00,00,0,0,1,2,2,0,2,0,0,0,0,2
matmult-int,7,00,00,1,0,0,1,1,0,0,0,0,0,0,0
matmult-int,7,00,00,1,0,1,37,37,0,37,0,0,0,36,1
matmult-int,7,00,01,0,1,0,2004,2004,0,0,0,0,0,0,0
matmult-int,7,00,10,1,1,0,1,1,0,0,0,0,0,0,0
matmult-int,7,00,11,1,1,0,1,1,0,0,0,0,0,0,0
matmult-int,7,01,01,0,0,0,130,130,0,10,0,0,0,7,3
matmult-int,7,01,01,0,0,1,108,108,0,108,0,0,0,0,108
matmult-int,7,01,01,0,1,1,1,1,0,1,0,0,0,0,1
matmult-int,7,01,01,1,0,0,3,3,0,1,0,0,0,0,1
matmult-int,7,01,01,1,0,1,1,1,0,1,0,0,0,1,0
matmult-int,7,01,01,1,1,0,10,10,0,0,0,0,0,0,0
matmult-int,7,01,01,1,1,1,2,2,0,0,0,0,0,0,0
matmult-int,7,01,10,0,1,1,1,0,1,0,1,0,1,0,0
matmult-int,7,01,10,1,1,0,5,5,0,0,0,0,0,0,0
matmult-int,7,01,10,1,1,1,3,0,3,0,0,0,0,0,0
matmult-int,7,01,11,0,1,1,3,0,3,0,3,0,3,0,0
matmult-int,7,01,11,1,1,0,3,3,0,0,0,0,0,0,0
matmult-int,7,01,11,1,1,1,39,0,39,0,0,0,0,0,0
matmult-int,7,10,01,0,1,0,1,1,0,1,0,0,0,0,1
matmult-int,7,10,01,1,1,0,2,2,0,0,0,0,0,0,0
matmult-int,7,10,10,0,0,0,7,7,0,6,0,0,0,4,2
matmult-int,7,10,10,0,0,1,16986,16986,0,16986,0,0,0,16946,40
matmult-int,7,10,10,0,1,1,1,1,0,1,0,0,0,1,0
matmult-int,7,10,10,1,0,0,39,39,0,37,0,0,0,37,0
matmult-int,7,10,10,1,0,1,1,1,0,1,0,0,0,0,1
matmult-int,7,10,11,0,1,0,1,1,0,1,0,0,0,0,1
matmult-int,7,10,11,0,1,1,39,39,0,39,0,0,0,39,0
matmult-int,7,10,11,1,1,0,2,2,0,0,0,0,0,0,0
matmult-int,7,11,01,0,1,1,40,0,40,0,40,40,0,0,0
matmult-int,7,11,10,0,1,1,114,114,0,114,0,0,0,114,0
matmult-int,7,11,10,1,1,0,1,1,0,0,0,0,0,0,0
matmult-int,7,11,11,0,0,0,81,81,0,81,0,0,0,80,1
matmult-int,7,11,11,0,0,1,448216,448216,0,448216,0,0,0,431293,16923
matmult-int,7,11,11,0,1,1,220,220,0,220,0,0,0,220,0
matmult-int,8,00,00,0,0,0,2043,2043,0,2043,0,0,0,2040,3
matmult-int,8,00,00,0,0,1,2,2,0,2,0,0,0,0,2
matmult-int,8,00,00,1,0,0,1,1,0,0,0,0,0,0,0
matmult-int,8,00,00,1,0,1,37,37,0,37,0,0,0,36,1
matmult-int,8,00,01,0,1,0,2004,2004,0,0,0,0,0,0,0
matmult-int,8,00,10,1,1,0,1,1,0,0,0,0,0,0,0
matmult-int,8,00,11,1,1,0,1,1,0,0,0,0,0,0,0
matmult-int,8,01,01,0,0,0,130,130,0,10,0,0,0,7,3
matmult-int,8,01,01,0,0,1,108,108,0,108,0,0,0,0,108
matmult-int,8,01,01,0,1,1,1,1,0,1,0,0,0,0,1
matmult-int,8,01,01,1,0,0,3,3,0,1,0,0,0,0,1
matmult-int,8,01,01,1,0,1,1,1,0,1,0,0,0,1,0
matmult-int,8,01,01,1,1,0,10,10,0,0,0,0,0,0,0
matmult-int,8,01,01,1,1,1,2,2,0,0,0,0,0,0,0
matmult-int,8,01,10,0,1,1,1,0,1,0,1,0,1,0,0
matmult-int,8,01,10,1,1,0,5,5,0,0,0,0,0,0,0
matmult-int,8,01,10,1,1,1,3,0,3,0,0,0,0,0,0
matmult-int,8,01,11,0,1,1,3,0,3,0,3,0,3,0,0
matmult-int,8,01,11,1,1,0,3,3,0,0,0,0,0,0,0
matmult-int,8,01,11,1,1,1,39,0,39,0,0,0,0,0,0
matmult-int,8,10,01,0,1,0,1,1,0,1,0,0,0,0,1
matmult-int,8,10,01,1,1,0,2,2,0,0,0,0,0,0,0
matmult-int,8,10,10,0,0,0,7,7,0,6,0,0,0,4,2
matmult-int,8,10,10,0,0,1,16986,16986,0,16986,0,0,0,16946,40
matmult-int,8,10,10,0,1,1,1,1,0,1,0,0,0,1,0
matmult-int,8,10,10,1,0,0,39,39,0,37,0,0,0,37,0
matmult-int,8,10,10,1,0,1,1,1,0,1,0,0,0,0,1
matmult-int,8,10,11,0,1,0,1,1,0,1,0,0,0,0,1
matmult-int,8,10,11,0,1,1,39,39,0,39,0,0,0,39,0
matmult-int,8,10,11,1,1,0,2,2,0,0,0,0,0,0,0
matmult-int,8,11,01,0,1,1,40,0,40,0,40,40,0,0,0
matmult-int,8,11,10,0,1,1,114,114,0,114,0,0,0,114,0
matmult-int,8,11,10,1,1,0,1,1,0,0,0,0,0,0,0
matmult-int,8,11,11,0,0,0,81,81,0,81,0,0,0,80,1
matmult-int,8,11,11,0,0,1,448216,448216,0,448216,0,0,0,431293,16923
matmult-int,8,11,11,0,1,1,220,220,0,220,0,0,0,220,0
nettle-aes,6,00,00,0,0,0,3800,3800,0,3647,0,0,0,3642,5
nettle-aes,6,00,00,0,0,1,1255,1255,0,1255,0,0,0,1020,235
nettle-aes,6,00,00,0,1,0,52,52,0,52,0,0,0,50,2
nettle-aes,6,00,00,0,1,1,36,36,0,36,0,0,0,33,3
nettle-aes,6,00,00,1,0,1,1,1,0,1,0,0,0,0,1
nettle-aes,6,00,01,0,1,0,704,704,0,451,0,0,0,449,2
nettle-aes,6,00,01,0,1,1,478,478,0,478,0,0,0,473,5
nettle-aes,6,00,01,1,1,1,19,19,0,13,0,0,0,1,12
nettle-aes,6,00,01,2,1,1,3,3,0,1,0,0,0,0,1
nettle-aes,6,00,10,0,1,0,76,76,0,76,0,0,0,1,75
nettle-aes,6,00,10,0,1,1,1,0,1,0,1,0,1,0,0
nettle-aes,6,00,10,1,1,1,1,0,1,0,1,0,1,0,0
nettle-aes,6,00,11,0,1,0,1998,1998,0,1998,0,0,0,1923,75
nettle-aes,6,00,11,0,1,1,1931,0,1931,0,1931,1850,81,0,0
nettle-aes,6,00,11,1,1,1,1,0,1,0,1,0,1,0,0
nettle-aes,6,01,00,0,1,0,13,13,0,13,0,0,0,13,0
nettle-aes,6,01,00,0,1,1,10,10,0,10,0,0,0,10,0
nettle-aes,6,01,01,0,0,0,345,345,0,189,0,0,0,178,11
nettle-aes,6,01,01,0,0,1,551,551,0,551,0,0,0,232,319
nettle-aes,6,01,01,0,1,0,4,4,0,4,0,0,0,4,0
nettle-aes,6,01,01,0,1,1,8,8,0,8,0,0,0,0,8
nettle-aes,6,01,01,1,0,0,4,4,0,0,0,0,0,0,0
nettle-aes,6,01,01,1,0,1,1,1,0,1,0,0,0,0,1
nettle-aes,6,01,01,1,1,0,5,5,0,0,0,0,0,0,0
nettle-aes,6,01,01,1,1,1,18,18,0,14,0,0,0,3,11
nettle-aes,6,01,01,2,1,1,9,9,0,1,0,0,0,0,1
nettle-aes,6,01,10,0,1,0,6,6,0,6,0,0,0,3,3
nettle-aes,6,01,10,0,1,1,154,0,154,0,154,75,79,0,0
nettle-aes,6,01,10,1,1,0,1,1,0,0,0,0,0,0,0
nettle-aes,6,01,10,1,1,1,7,0,7,0,7,0,7,0,0
nettle-aes,6,01,11,0,1,0,521,521,0,521,0,0,0,520,1
nettle-aes,6,01,11,0,1,1,526,0,526,0,526,445,81,0,0
nettle-aes,6,01,11,1,1,0,148,148,0,0,0,0,0,0,0
nettle-aes,6,01,11,2,1,1,1,0,1,0,0,0,0,0,0
nettle-aes,6,10,00,0,1,0,6,6,0,6,0,0,0,6,0
nettle-aes,6,10,00,0,1,1,125,0,125,0,125,117,8,0,0
nettle-aes,6,10,00,1,1,1,949,0,949,0,949,949,0,0,0
nettle-aes,6,10,01,0,1,0,2,2,0,1,0,0,0,1,0
nettle-aes,6,10,01,0,1,1,37,0,37,0,36,27,9,0,0
nettle-aes,6,10,01,1,1,0,2,2,0,0,0,0,0,0,0
nettle-aes,6,10,01,1,1,1,101,0,101,0,25,23,2,0,0
nettle-aes,6,10,01,2,1,0,2,2,0,1,0,0,0,0,1
nettle-aes,6,10,01,2,1,1,3,0,3,0,0,0,0,0,0
nettle-aes,6,10,10,0,0,0,396,396,0,318,0,0,0,311,7
nettle-aes,6,10,10,0,0,1,721,721,0,721,0,0,0,564,157
nettle-aes,6,10,10,0,1,0,2,2,0,2,0,0,0,1,1
nettle-aes,6,10,10,0,1,1,153,153,0,77,0,0,0,76,1
nettle-aes,6,10,10,1,0,0,2,2,0,2,0,0,0,1,1
nettle-aes,6,10,10,1,1,1,13,13,0,13,0,0,0,13,0
nettle-aes,6,10,10,2,1,0,1,1,0,0,0,0,0,0,0
nettle-aes,6,10,11,0,1,0,75,75,0,74,0,0,0,74,0
nettle-aes,6,10,11,0,1,1,3390,3390,0,3316,0,0,0,3314,2
nettle-aes,6,10,11,1,1,0,1,1,0,0,0,0,0,0,0
nettle-aes,6,10,11,1,1,1,13,13,0,13,0,0,0,13,0
nettle-aes,6,10,11,2,1,1,7,7,0,0,0,0,0,0,0
nettle-aes,6,11,00,0,1,0,8,8,0,8,0,0,0,8,0
nettle-aes,6,11,00,0,1,1,1209,0,1209,0,1209,1206,3,0,0
nettle-aes,6,11,00,1,1,1,949,0,949,0,949,949,0,0,0
nettle-aes,6,11,01,0,1,0,79,79,0,79,0,0,0,2,77
nettle-aes,6,11,01,0,1,1,1516,0,1516,0,1516,1511,5,0,0
nettle-aes,6,11,01,1,1,0,1,1,0,0,0,0,0,0,0
nettle-aes,6,11,01,1,1,1,4754,0,4754,0,3842,2926,916,0,0
nettle-aes,6,11,01,2,1,1,11,0,11,0,0,0,0,0,0
nettle-aes,6,11,10,0,1,0,72,72,0,72,0,0,0,0,72
nettle-aes,6,11,10,0,1,1,2737,2737,0,2736,0,0,0,2690,46
nettle-aes,6,11,10,1,1,0,74,74,0,0,0,0,0,0,0
nettle-aes,6,11,10,1,1,1,922,922,0,922,0,0,0,922,0
nettle-aes,6,11,10,2,1,0,1,1,0,1,0,0,0,0,1
nettle-aes,6,11,11,0,0,0,1216,1216,0,1063,0,0,0,231,832
nettle-aes,6,11,11,0,0,1,19518,19518,0,19518,0,0,0,17635,1883
nettle-aes,6,11,11,0,1,1,21341,21341,0,21341,0,0,0,19197,2144
nettle-aes,6,11,11,1,0,0,75,75,0,75,0,0,0,74,1
nettle-aes,6,11,11,1,1,1,11,11,0,11,0,0,0,11,0
nettle-aes,7,00,00,0,0,0,3724,3724,0,3570,0,0,0,3566,4
nettle-aes,7,00,00,0,0,1,4010,4010,0,4010,0,0,0,3700,310
nettle-aes,7,00,00,0,1,0,394,394,0,394,0,0,0,394,0
nettle-aes,7,00,00,0,1,1,1,1,0,1,0,0,0,0,1
nettle-aes,7,00,00,1,0,0,1,1,0,0,0,0,0,0,0
nettle-aes,7,00,01,0,1,0,333,333,0,80,0,0,0,79,1
nettle-aes,7,00,01,0,1,1,84,84,0,84,0,0,0,0,84
nettle-aes,7,00,01,1,1,1,10,10,0,9,0,0,0,1,8
nettle-aes,7,00,10,0,1,0,304,304,0,304,0,0,0,228,76
nettle-aes,7,00,11,0,1,0,1201,1201,0,1201,0,0,0,1126,75
nettle-aes,7,00,11,0,1,1,78,0,78,0,78,74,4,0,0
nettle-aes,7,01,00,0,1,0,3,3,0,3,0,0,0,3,0
nettle-aes,7,01,00,0,1,1,1,1,0,1,0,0,0,0,1
nettle-aes,7,01,00,1,1,1,1,1,0,1,0,0,0,0,1
nettle-aes,7,01,01,0,0,0,418,418,0,262,0,0,0,254,8
nettle-aes,7,01,01,0,0,1,627,627,0,627,0,0,0,308,319
nettle-aes,7,01,01,0,1,0,1,1,0,1,0,0,0,1,0
nettle-aes,7,01,01,0,1,1,10,10,0,10,0,0,0,1,9
nettle-aes,7,01,01,1,0,0,3,3,0,0,0,0,0,0,0
nettle-aes,7,01,01,1,1,0,5,5,0,0,0,0,0,0,0
nettle-aes,7,01,01,1,1,1,238,238,0,162,0,0,0,7,155
nettle-aes,7,01,10,0,1,0,155,155,0,155,0,0,0,152,3
nettle-aes,7,01,10,0,1,1,2,0,2,0,2,0,2,0,0
nettle-aes,7,01,10,1,1,0,2,2,0,0,0,0,0,0,0
nettle-aes,7,01,11,0,1,0,303,303,0,303,0,0,0,301,2
nettle-aes,7,01,11,0,1,1,78,0,78,0,78,0,78,0,0
nettle-aes,7,01,11,1,1,0,148,148,0,0,0,0,0,0,0
nettle-aes,7,10,00,0,1,0,4,4,0,4,0,0,0,4,0
nettle-aes,7,10,00,0,1,1,75,0,75,0,75,75,0,0,0
nettle-aes,7,10,00,1,1,1,906,0,906,0,906,906,0,0,0
