benchmark,stage,sgf_counter,shadow_counter,depth,ghr_diff,btb_hit,issued,issued_agree,issued_differ,agree,differ,sgf_only_correct,committed_only_correct,both_correct,both_wrong
bench_branch_heavy,7,11,11,1,1,1,48,48,0,47,0,0,0,28,19
bench_branch_heavy,8,00,00,0,0,0,102,102,0,102,0,0,0,98,4
bench_branch_heavy,8,00,00,0,0,1,522,522,0,522,0,0,0,450,72
bench_branch_heavy,8,00,00,0,1,0,1,1,0,1,0,0,0,1,0
bench_branch_heavy,8,00,00,0,1,1,32,32,0,32,0,0,0,32,0
bench_branch_heavy,8,00,00,1,0,0,1,1,0,1,0,0,0,0,1
bench_branch_heavy,8,00,00,1,0,1,20,20,0,19,0,0,0,17,2
bench_branch_heavy,8,00,00,1,1,0,3,3,0,3,0,0,0,3,0
bench_branch_heavy,8,00,00,1,1,1,47,47,0,47,0,0,0,25,22
bench_branch_heavy,8,00,01,0,1,0,6,6,0,3,0,0,0,3,0
bench_branch_heavy,8,00,01,0,1,1,35,35,0,7,0,0,0,5,2
bench_branch_heavy,8,00,01,1,1,0,6,6,0,6,0,0,0,5,1
bench_branch_heavy,8,00,01,1,1,1,37,37,0,35,0,0,0,29,6
bench_branch_heavy,8,00,10,0,1,1,12,0,12,0,12,4,8,0,0
bench_branch_heavy,8,00,10,1,1,0,4,4,0,4,0,0,0,4,0
bench_branch_heavy,8,00,10,1,1,1,13,0,13,0,12,6,6,0,0
bench_branch_heavy,8,00,11,0,1,1,3,0,3,0,3,0,3,0,0
bench_branch_heavy,8,00,11,1,1,0,21,21,0,21,0,0,0,21,0
bench_branch_heavy,8,00,11,1,1,1,47,0,47,0,46,22,24,0,0
bench_branch_heavy,8,01,00,0,1,1,4,4,0,4,0,0,0,4,0
bench_branch_heavy,8,01,00,1,1,1,38,38,0,38,0,0,0,18,20
bench_branch_heavy,8,01,01,0,0,0,24,24,0,23,0,0,0,17,6
bench_branch_heavy,8,01,01,0,0,1,200,200,0,167,0,0,0,119,48
bench_branch_heavy,8,01,01,0,1,0,1,1,0,1,0,0,0,1,0
bench_branch_heavy,8,01,01,0,1,1,30,30,0,6,0,0,0,1,5
bench_branch_heavy,8,01,01,1,0,1,14,14,0,13,0,0,0,8,5
bench_branch_heavy,8,01,01,1,1,0,2,2,0,2,0,0,0,2,0
bench_branch_heavy,8,01,01,1,1,1,23,23,0,18,0,0,0,10,8
bench_branch_heavy,8,01,10,0,1,1,5,0,5,0,5,2,3,0,0
bench_branch_heavy,8,01,10,1,1,0,4,4,0,4,0,0,0,4,0
bench_branch_heavy,8,01,10,1,1,1,15,0,15,0,14,10,4,0,0
bench_branch_heavy,8,01,11,0,1,1,9,0,9,0,7,0,7,0,0
bench_branch_heavy,8,01,11,1,1,0,2,2,0,2,0,0,0,2,0
bench_branch_heavy,8,01,11,1,1,1,54,0,54,0,51,25,26,0,0
bench_branch_heavy,8,10,00,0,1,1,7,0,7,0,7,4,3,0,0
bench_branch_heavy,8,10,00,1,1,1,64,0,64,0,62,43,19,0,0
bench_branch_heavy,8,10,01,0,1,1,8,0,8,0,8,4,4,0,0
bench_branch_heavy,8,10,01,1,1,0,1,1,0,1,0,0,0,1,0
bench_branch_heavy,8,10,01,1,1,1,28,0,28,0,28,16,12,0,0
bench_branch_heavy,8,10,10,0,0,0,7,7,0,7,0,0,0,7,0
bench_branch_heavy,8,10,10,0,0,1,87,87,0,87,0,0,0,61,26
bench_branch_heavy,8,10,10,0,1,0,1,1,0,1,0,0,0,1,0
bench_branch_heavy,8,10,10,0,1,1,8,8,0,8,0,0,0,7,1
bench_branch_heavy,8,10,10,1,0,0,1,1,0,1,0,0,0,1,0
bench_branch_heavy,8,10,10,1,0,1,18,18,0,18,0,0,0,7,11
bench_branch_heavy,8,10,10,1,1,0,1,1,0,1,0,0,0,1,0
bench_branch_heavy,8,10,10,1,1,1,2,2,0,2,0,0,0,2,0
bench_branch_heavy,8,10,11,0,1,1,7,7,0,7,0,0,0,6,1
bench_branch_heavy,8,10,11,1,1,0,3,3,0,3,0,0,0,3,0
bench_branch_heavy,8,10,11,1,1,1,21,21,0,18,0,0,0,9,9
bench_branch_heavy,8,11,00,0,1,0,1,1,0,1,0,0,0,1,0
bench_branch_heavy,8,11,00,0,1,1,24,0,24,0,24,9,15,0,0
bench_branch_heavy,8,11,00,1,1,0,1,1,0,1,0,0,0,1,0
bench_branch_heavy,8,11,00,1,1,1,88,0,88,0,83,44,39,0,0
bench_branch_heavy,8,11,01,0,1,1,26,0,26,0,16,10,6,0,0
bench_branch_heavy,8,11,01,1,1,1,40,0,40,0,39,23,16,0,0
bench_branch_heavy,8,11,10,0,1,1,15,15,0,15,0,0,0,9,6
bench_branch_heavy,8,11,10,1,1,0,1,1,0,1,0,0,0,1,0
bench_branch_heavy,8,11,10,1,1,1,9,9,0,9,0,0,0,6,3
bench_branch_heavy,8,11,11,0,0,0,13,13,0,12,0,0,0,10,2
bench_branch_heavy,8,11,11,0,0,1,221,221,0,217,0,0,0,191,26
bench_branch_heavy,8,11,11,0,1,0,1,1,0,1,0,0,0,1,0
bench_branch_heavy,8,11,11,0,1,1,18,18,0,18,0,0,0,15,3
bench_branch_heavy,8,11,11,1,0,1,82,82,0,82,0,0,0,69,13
bench_branch_heavy,8,11,11,1,1,0,5,5,0,5,0,0,0,5,0
bench_branch_heavy,8,11,11,1,1,1,32,32,0,31,0,0,0,19,12
coremark,6,00,00,0,0,0,23612,23612,0,21676,0,0,0,18641,3035
coremark,6,00,00,0,0,1,137601,137601,0,133827,0,0,0,114675,19152
coremark,6,00,00,0,1,0,843,843,0,769,0,0,0,742,27
coremark,6,00,00,0,1,1,4723,4723,0,1501,0,0,0,1380,121
coremark,6,00,00,1,0,0,7859,7859,0,1156,0,0,0,1018,138
coremark,6,00,00,1,0,1,1764,1764,0,1706,0,0,0,1542,164
coremark,6,00,00,1,1,0,15935,15935,0,15109,0,0,0,15006,103
coremark,6,00,00,1,1,1,3734,3734,0,3349,0,0,0,3056,293
coremark,6,00,00,2,0,0,58,58,0,22,0,0,0,20,2
coremark,6,00,00,2,0,1,64,64,0,31,0,0,0,22,9
coremark,6,00,00,2,1,0,439,439,0,331,0,0,0,326,5
coremark,6,00,00,2,1,1,15451,15451,0,15043,0,0,0,13251,1792
coremark,6,00,00,3,0,0,3,3,0,3,0,0,0,3,0
coremark,6,00,00,3,1,0,20411,20411,0,16210,0,0,0,16210,0
coremark,6,00,00,3,1,1,14,14,0,0,0,0,0,0,0
coremark,6,00,01,0,1,0,671,671,0,119,0,0,0,112,7
coremark,6,00,01,0,1,1,937,937,0,227,0,0,0,152,75
coremark,6,00,01,1,1,0,3547,3547,0,3285,0,0,0,3263,22
coremark,6,00,01,1,1,1,1736,1736,0,1357,0,0,0,1009,348
coremark,6,00,01,2,1,0,89,89,0,31,0,0,0,30,1
coremark,6,00,01,2,1,1,637,637,0,568,0,0,0,507,61
coremark,6,00,01,3,1,0,4259,4259,0,4251,0,0,0,4251,0
coremark,6,00,01,3,1,1,3,3,0,0,0,0,0,0,0
coremark,6,00,10,0,1,0,75,75,0,70,0,0,0,62,8
coremark,6,00,10,0,1,1,1209,0,1209,0,804,737,67,0,0
coremark,6,00,10,1,1,0,2163,2163,0,2141,0,0,0,2097,44
coremark,6,00,10,1,1,1,4138,0,4138,0,3785,3538,247,0,0
coremark,6,00,10,2,1,0,145,145,0,109,0,0,0,109,0
coremark,6,00,10,2,1,1,1951,0,1951,0,1922,1920,2,0,0
coremark,6,00,10,3,1,0,309,309,0,308,0,0,0,308,0
coremark,6,00,10,3,1,1,8,0,8,0,0,0,0,0,0
coremark,6,00,11,0,1,0,1119,1119,0,338,0,0,0,325,13
coremark,6,00,11,0,1,1,8563,0,8563,0,1532,836,696,0,0
coremark,6,00,11,1,1,0,33094,33094,0,32297,0,0,0,32249,48
coremark,6,00,11,1,1,1,52386,0,52386,0,51808,51382,426,0,0
coremark,6,00,11,2,1,0,668,668,0,605,0,0,0,605,0
coremark,6,00,11,2,1,1,20400,0,20400,0,20106,15758,4348,0,0
coremark,6,00,11,3,1,0,16499,16499,0,14734,0,0,0,14734,0
coremark,6,00,11,3,1,1,4,0,4,0,0,0,0,0,0
coremark,6,01,00,0,1,0,160,160,0,143,0,0,0,132,11
coremark,6,01,00,0,1,1,1376,1376,0,975,0,0,0,884,91
coremark,6,01,00,1,1,0,721,721,0,383,0,0,0,359,24
coremark,6,01,00,1,1,1,664,664,0,602,0,0,0,364,238
coremark,6,01,00,2,1,0,101,101,0,91,0,0,0,90,1
coremark,6,01,00,2,1,1,1427,1427,0,1193,0,0,0,1181,12
coremark,6,01,00,3,1,0,164,164,0,151,0,0,0,151,0
coremark,6,01,00,3,1,1,16,16,0,0,0,0,0,0,0
coremark,6,01,01,0,0,0,6255,6255,0,6089,0,0,0,3709,2380
coremark,6,01,01,0,0,1,33396,33396,0,32488,0,0,0,21016,11472
coremark,6,01,01,0,1,0,23,23,0,22,0,0,0,18,4
coremark,6,01,01,0,1,1,364,364,0,168,0,0,0,133,35
coremark,6,01,01,1,0,0,3234,3234,0,140,0,0,0,132,8
coremark,6,01,01,1,0,1,651,651,0,630,0,0,0,442,188
coremark,6,01,01,1,1,0,1047,1047,0,920,0,0,0,897,23
coremark,6,01,01,1,1,1,560,560,0,503,0,0,0,239,264
coremark,6,01,01,2,0,0,35,35,0,8,0,0,0,5,3
coremark,6,01,01,2,0,1,45,45,0,24,0,0,0,8,16
coremark,6,01,01,2,1,0,11,11,0,7,0,0,0,7,0
coremark,6,01,01,2,1,1,153,153,0,128,0,0,0,116,12
coremark,6,01,01,3,0,1,1,1,0,0,0,0,0,0,0
coremark,6,01,01,3,1,0,349,349,0,347,0,0,0,347,0
coremark,6,01,01,3,1,1,1,1,0,0,0,0,0,0,0
coremark,6,01,10,0,1,0,21,21,0,15,0,0,0,13,2
coremark,6,01,10,0,1,1,245,0,245,0,69,28,41,0,0
coremark,6,01,10,1,1,0,311,311,0,94,0,0,0,83,11
coremark,6,01,10,1,1,1,1583,0,1583,0,1409,992,417,0,0
coremark,6,01,10,2,1,0,18,18,0,4,0,0,0,4,0
coremark,6,01,10,2,1,1,601,0,601,0,586,579,7,0,0
coremark,6,01,10,3,1,0,4,4,0,4,0,0,0,4,0
coremark,6,01,11,0,1,0,169,169,0,91,0,0,0,66,25
coremark,6,01,11,0,1,1,509,0,509,0,140,62,78,0,0
coremark,6,01,11,1,1,0,1604,1604,0,1143,0,0,0,1133,10
coremark,6,01,11,1,1,1,580,0,580,0,395,245,150,0,0
coremark,6,01,11,2,1,0,31,31,0,8,0,0,0,8,0
coremark,6,01,11,2,1,1,4459,0,4459,0,4386,4375,11,0,0
coremark,6,01,11,3,1,0,335,335,0,4,0,0,0,4,0
coremark,6,01,11,3,1,1,2,0,2,0,0,0,0,0,0
coremark,6,10,00,0,1,0,126,126,0,92,0,0,0,81,11
coremark,6,10,00,0,1,1,594,0,594,0,156,48,108,0,0
coremark,6,10,00,1,1,0,832,832,0,375,0,0,0,353,22
coremark,6,10,00,1,1,1,1585,0,1585,0,1456,1230,226,0,0
coremark,6,10,00,2,1,0,86,86,0,44,0,0,0,44,0
coremark,6,10,00,2,1,1,369,0,369,0,251,0,251,0,0
coremark,6,10,00,3,1,0,14,14,0,9,0,0,0,9,0
coremark,6,10,00,3,1,1,7,0,7,0,2,2,0,0,0
coremark,6,10,01,0,1,0,50,50,0,42,0,0,0,37,5
coremark,6,10,01,0,1,1,205,0,205,0,90,48,42,0,0
coremark,6,10,01,1,1,0,186,186,0,64,0,0,0,54,10
coremark,6,10,01,1,1,1,834,0,834,0,678,478,200,0,0
coremark,6,10,01,2,1,0,14,14,0,3,0,0,0,3,0
coremark,6,10,01,2,1,1,37,0,37,0,29,1,28,0,0
coremark,6,10,01,3,1,0,9,9,0,9,0,0,0,9,0
coremark,6,10,01,3,1,1,3,0,3,0,0,0,0,0,0
coremark,6,10,10,0,0,0,5953,5953,0,5766,0,0,0,3592,2174
coremark,6,10,10,0,0,1,36961,36961,0,36652,0,0,0,24582,12070
coremark,6,10,10,0,1,0,26,26,0,20,0,0,0,13,7
coremark,6,10,10,0,1,1,155,155,0,69,0,0,0,38,31
coremark,6,10,10,1,0,0,1088,1088,0,231,0,0,0,213,18
coremark,6,10,10,1,0,1,365,365,0,279,0,0,0,136,143
coremark,6,10,10,1,1,0,290,290,0,82,0,0,0,76,6
coremark,6,10,10,1,1,1,689,689,0,684,0,0,0,127,557
coremark,6,10,10,2,0,0,28,28,0,11,0,0,0,11,0
coremark,6,10,10,2,0,1,10,10,0,6,0,0,0,6,0
coremark,6,10,10,2,1,0,5,5,0,3,0,0,0,3,0
coremark,6,10,10,2,1,1,27,27,0,26,0,0,0,1,25
coremark,6,10,10,3,1,0,3,3,0,3,0,0,0,3,0
coremark,6,10,11,0,1,0,121,121,0,79,0,0,0,29,50
coremark,6,10,11,0,1,1,474,474,0,135,0,0,0,87,48
coremark,6,10,11,1,1,0,991,991,0,872,0,0,0,595,277
coremark,6,10,11,1,1,1,2019,2019,0,1738,0,0,0,1443,295
coremark,6,10,11,2,1,0,8,8,0,1,0,0,0,1,0
coremark,6,10,11,2,1,1,226,226,0,108,0,0,0,0,108
coremark,6,10,11,3,1,0,6,6,0,3,0,0,0,3,0
coremark,6,11,00,0,1,0,172,172,0,103,0,0,0,90,13
coremark,6,11,00,0,1,1,747,0,747,0,277,192,85,0,0
coremark,6,11,00,1,1,0,1245,1245,0,828,0,0,0,639,189
coremark,6,11,00,1,1,1,3515,0,3515,0,3313,2873,440,0,0
coremark,6,11,00,2,1,0,94,94,0,52,0,0,0,52,0
coremark,6,11,00,2,1,1,764,0,764,0,659,10,649,0,0
coremark,6,11,00,3,1,0,27,27,0,8,0,0,0,8,0
coremark,6,11,00,3,1,1,11,0,11,0,0,0,0,0,0
coremark,6,11,01,0,1,0,136,136,0,44,0,0,0,43,1
coremark,6,11,01,0,1,1,401,0,401,0,162,91,71,0,0
coremark,6,11,01,1,1,0,109,109,0,58,0,0,0,37,21
coremark,6,11,01,1,1,1,1937,0,1937,0,1894,1483,411,0,0
coremark,6,11,01,2,1,0,26,26,0,3,0,0,0,3,0
coremark,6,11,01,2,1,1,34,0,34,0,13,3,10,0,0
coremark,6,11,01,3,1,0,8,8,0,5,0,0,0,5,0
coremark,6,11,10,0,1,0,87,87,0,39,0,0,0,31,8
coremark,6,11,10,0,1,1,252,252,0,141,0,0,0,86,55
coremark,6,11,10,1,1,0,121,121,0,78,0,0,0,41,37
coremark,6,11,10,1,1,1,713,713,0,703,0,0,0,666,37
coremark,6,11,10,2,1,0,13,13,0,4,0,0,0,4,0
coremark,6,11,10,2,1,1,23,23,0,15,0,0,0,9,6
coremark,6,11,10,3,1,0,7,7,0,2,0,0,0,2,0
coremark,6,11,11,0,0,0,12750,12750,0,11912,0,0,0,5301,6611
coremark,6,11,11,0,0,1,192441,192441,0,189857,0,0,0,163525,26332
coremark,6,11,11,0,1,0,669,669,0,44,0,0,0,18,26
coremark,6,11,11,0,1,1,1027,1027,0,384,0,0,0,296,88
coremark,6,11,11,1,0,0,4571,4571,0,272,0,0,0,257,15
coremark,6,11,11,1,0,1,535,535,0,507,0,0,0,342,165
coremark,6,11,11,1,1,0,1995,1995,0,1275,0,0,0,785,490
coremark,6,11,11,1,1,1,53221,53221,0,53009,0,0,0,50896,2113
coremark,6,11,11,2,0,0,85,85,0,50,0,0,0,33,17
coremark,6,11,11,2,0,1,846,846,0,18,0,0,0,7,11
coremark,6,11,11,2,1,0,74,74,0,0,0,0,0,0,0
coremark,6,11,11,2,1,1,97,97,0,35,0,0,0,17,18
coremark,6,11,11,3,1,0,52,52,0,1,0,0,0,1,0
coremark,7,00,00,0,0,0,23960,23960,0,22044,0,0,0,18999,3045
coremark,7,00,00,0,0,1,138852,138852,0,134906,0,0,0,115691,19215
coremark,7,00,00,0,1,0,1211,1211,0,1150,0,0,0,1112,38
coremark,7,00,00,0,1,1,55010,55010,0,52294,0,0,0,52072,222
coremark,7,00,00,1,0,0,3056,3056,0,1168,0,0,0,1030,138
coremark,7,00,00,1,0,1,1764,1764,0,1706,0,0,0,1542,164
coremark,7,00,00,1,1,0,15406,15406,0,14666,0,0,0,14563,103
coremark,7,00,00,1,1,1,2348,2348,0,1960,0,0,0,1705,255
coremark,7,00,00,2,0,0,55,55,0,22,0,0,0,20,2
coremark,7,00,00,2,0,1,63,63,0,31,0,0,0,22,9
coremark,7,00,00,2,1,0,339,339,0,213,0,0,0,208,5
coremark,7,00,00,2,1,1,14954,14954,0,14896,0,0,0,13114,1782
coremark,7,00,00,3,0,0,3,3,0,3,0,0,0,3,0
coremark,7,00,00,3,1,0,19897,19897,0,15842,0,0,0,15842,0
coremark,7,00,01,0,1,0,792,792,0,240,0,0,0,223,17
coremark,7,00,01,0,1,1,832,832,0,253,0,0,0,178,75
coremark,7,00,01,1,1,0,3485,3485,0,3283,0,0,0,3271,12
coremark,7,00,01,1,1,1,1215,1215,0,950,0,0,0,620,330
coremark,7,00,01,2,1,0,187,187,0,97,0,0,0,97,0
coremark,7,00,01,2,1,1,611,611,0,558,0,0,0,497,61
coremark,7,00,01,3,1,0,4219,4219,0,4212,0,0,0,4212,0
coremark,7,00,10,0,1,0,114,114,0,111,0,0,0,103,8
coremark,7,00,10,0,1,1,1293,0,1293,0,884,817,67,0,0
coremark,7,00,10,1,1,0,2177,2177,0,2163,0,0,0,2129,34
coremark,7,00,10,1,1,1,1808,0,1808,0,1578,1371,207,0,0
coremark,7,00,10,2,1,0,261,261,0,212,0,0,0,212,0
coremark,7,00,10,2,1,1,1824,0,1824,0,1810,1808,2,0,0
coremark,7,00,10,3,1,0,284,284,0,283,0,0,0,283,0
coremark,7,00,11,0,1,0,427,427,0,386,0,0,0,373,13
coremark,7,00,11,0,1,1,10915,0,10915,0,3884,3186,698,0,0
coremark,7,00,11,1,1,0,32993,32993,0,32209,0,0,0,32171,38
coremark,7,00,11,1,1,1,2221,0,2221,0,1765,1399,366,0,0
coremark,7,00,11,2,1,0,592,592,0,535,0,0,0,535,0
coremark,7,00,11,2,1,1,20242,0,20242,0,20091,15743,4348,0,0
coremark,7,00,11,3,1,0,16484,16484,0,14725,0,0,0,14725,0
coremark,7,01,00,0,1,0,195,195,0,186,0,0,0,175,11
coremark,7,01,00,0,1,1,1546,1546,0,1187,0,0,0,1096,91
coremark,7,01,00,1,1,0,649,649,0,352,0,0,0,328,24
coremark,7,01,00,1,1,1,625,625,0,577,0,0,0,339,238
coremark,7,01,00,2,1,0,103,103,0,88,0,0,0,87,1
coremark,7,01,00,2,1,1,1201,1201,0,1187,0,0,0,1175,12
coremark,7,01,00,3,1,0,140,140,0,138,0,0,0,138,0
coremark,7,01,01,0,0,0,6235,6235,0,6089,0,0,0,3709,2380
coremark,7,01,01,0,0,1,33469,33469,0,32514,0,0,0,21041,11473
coremark,7,01,01,0,1,0,46,46,0,45,0,0,0,41,4
coremark,7,01,01,0,1,1,367,367,0,171,0,0,0,136,35
coremark,7,01,01,1,0,0,655,655,0,141,0,0,0,133,8
coremark,7,01,01,1,0,1,651,651,0,630,0,0,0,442,188
coremark,7,01,01,1,1,0,1028,1028,0,906,0,0,0,883,23
coremark,7,01,01,1,1,1,537,537,0,491,0,0,0,228,263
coremark,7,01,01,2,0,0,35,35,0,8,0,0,0,5,3
coremark,7,01,01,2,0,1,29,29,0,24,0,0,0,8,16
coremark,7,01,01,2,1,0,18,18,0,11,0,0,0,11,0
coremark,7,01,01,2,1,1,152,152,0,127,0,0,0,115,12
coremark,7,01,01,3,1,0,344,344,0,342,0,0,0,342,0
coremark,7,01,10,0,1,0,31,31,0,25,0,0,0,23,2
coremark,7,01,10,0,1,1,246,0,246,0,70,29,41,0,0
coremark,7,01,10,1,1,0,271,271,0,73,0,0,0,62,11
coremark,7,01,10,1,1,1,1335,0,1335,0,1268,851,417,0,0
coremark,7,01,10,2,1,0,23,23,0,17,0,0,0,17,0
coremark,7,01,10,2,1,1,579,0,579,0,575,568,7,0,0
coremark,7,01,10,3,1,0,2,2,0,2,0,0,0,2,0
coremark,7,01,11,0,1,0,141,141,0,94,0,0,0,69,25
coremark,7,01,11,0,1,1,510,0,510,0,141,63,78,0,0
coremark,7,01,11,1,1,0,1567,1567,0,1140,0,0,0,1130,10
coremark,7,01,11,1,1,1,413,0,413,0,349,199,150,0,0
coremark,7,01,11,2,1,0,26,26,0,4,0,0,0,4,0
coremark,7,01,11,2,1,1,4438,0,4438,0,4385,4374,11,0,0
coremark,7,01,11,3,1,0,323,323,0,3,0,0,0,3,0
coremark,7,10,00,0,1,0,132,132,0,117,0,0,0,106,11
coremark,7,10,00,0,1,1,635,0,635,0,192,48,144,0,0
coremark,7,10,00,1,1,0,714,714,0,339,0,0,0,317,22
coremark,7,10,00,1,1,1,1542,0,1542,0,1438,1228,210,0,0
coremark,7,10,00,2,1,0,84,84,0,45,0,0,0,45,0
coremark,7,10,00,2,1,1,258,0,258,0,253,2,251,0,0
coremark,7,10,00,3,1,0,5,5,0,5,0,0,0,5,0
coremark,7,10,01,0,1,0,68,68,0,60,0,0,0,55,5
coremark,7,10,01,0,1,1,215,0,215,0,92,48,44,0,0
coremark,7,10,01,1,1,0,158,158,0,59,0,0,0,49,10
coremark,7,10,01,1,1,1,811,0,811,0,666,471,195,0,0
coremark,7,10,01,2,1,0,14,14,0,4,0,0,0,4,0
coremark,7,10,01,2,1,1,32,0,32,0,29,1,28,0,0
coremark,7,10,01,3,1,0,4,4,0,4,0,0,0,4,0
coremark,7,10,10,0,0,0,5945,5945,0,5766,0,0,0,3592,2174
coremark,7,10,10,0,0,1,36957,36957,0,36655,0,0,0,24582,12073
coremark,7,10,10,0,1,0,29,29,0,24,0,0,0,17,7
coremark,7,10,10,0,1,1,157,157,0,71,0,0,0,40,31
coremark,7,10,10,1,0,0,836,836,0,231,0,0,0,213,18
coremark,7,10,10,1,0,1,365,365,0,279,0,0,0,136,143
coremark,7,10,10,1,1,0,263,263,0,68,0,0,0,62,6
coremark,7,10,10,1,1,1,673,673,0,668,0,0,0,119,549
coremark,7,10,10,2,0,0,27,27,0,11,0,0,0,11,0
coremark,7,10,10,2,0,1,9,9,0,6,0,0,0,6,0
coremark,7,10,10,2,1,0,15,15,0,12,0,0,0,12,0
coremark,7,10,10,2,1,1,31,31,0,26,0,0,0,1,25
coremark,7,10,10,3,1,0,1,1,0,1,0,0,0,1,0
coremark,7,10,11,0,1,0,117,117,0,100,0,0,0,50,50
coremark,7,10,11,0,1,1,477,477,0,135,0,0,0,87,48
coremark,7,10,11,1,1,0,962,962,0,860,0,0,0,583,277
coremark,7,10,11,1,1,1,1985,1985,0,1708,0,0,0,1440,268
coremark,7,10,11,2,1,0,6,6,0,1,0,0,0,1,0
coremark,7,10,11,2,1,1,133,133,0,108,0,0,0,0,108
coremark,7,10,11,3,1,0,2,2,0,2,0,0,0,2,0
coremark,7,11,00,0,1,0,197,197,0,128,0,0,0,115,13
coremark,7,11,00,0,1,1,1114,0,1114,0,310,196,114,0,0
coremark,7,11,00,1,1,0,1156,1156,0,816,0,0,0,627,189
coremark,7,11,00,1,1,1,3495,0,3495,0,3310,2873,437,0,0
coremark,7,11,00,2,1,0,117,117,0,53,0,0,0,53,0
coremark,7,11,00,2,1,1,743,0,743,0,659,10,649,0,0
coremark,7,11,00,3,1,0,6,6,0,6,0,0,0,6,0
coremark,7,11,01,0,1,0,131,131,0,45,0,0,0,44,1
coremark,7,11,01,0,1,1,434,0,434,0,198,106,92,0,0
coremark,7,11,01,1,1,0,79,79,0,52,0,0,0,31,21
coremark,7,11,01,1,1,1,1922,0,1922,0,1885,1483,402,0,0
coremark,7,11,01,2,1,0,32,32,0,3,0,0,0,3,0
coremark,7,11,01,2,1,1,27,0,27,0,13,3,10,0,0
coremark,7,11,10,0,1,0,88,88,0,45,0,0,0,37,8
coremark,7,11,10,0,1,1,251,251,0,144,0,0,0,86,58
coremark,7,11,10,1,1,0,86,86,0,73,0,0,0,36,37
coremark,7,11,10,1,1,1,691,691,0,688,0,0,0,665,23
coremark,7,11,10,2,1,0,24,24,0,11,0,0,0,11,0
coremark,7,11,10,2,1,1,24,24,0,15,0,0,0,9,6
coremark,7,11,11,0,0,0,12675,12675,0,11912,0,0,0,5301,6611
coremark,7,11,11,0,0,1,192431,192431,0,189861,0,0,0,163525,26336
coremark,7,11,11,0,1,0,538,538,0,44,0,0,0,18,26
coremark,7,11,11,0,1,1,1038,1038,0,384,0,0,0,296,88
coremark,7,11,11,1,0,0,2086,2086,0,272,0,0,0,257,15
coremark,7,11,11,1,0,1,535,535,0,507,0,0,0,342,165
coremark,7,11,11,1,1,0,1917,1917,0,1266,0,0,0,776,490
coremark,7,11,11,1,1,1,53201,53201,0,52993,0,0,0,50896,2097
coremark,7,11,11,2,0,0,86,86,0,51,0,0,0,34,17
coremark,7,11,11,2,0,1,846,846,0,18,0,0,0,7,11
coremark,7,11,11,2,1,0,108,108,0,0,0,0,0,0,0
coremark,7,11,11,2,1,1,75,75,0,35,0,0,0,17,18
coremark,7,11,11,3,1,0,1,1,0,1,0,0,0,1,0
coremark,8,00,00,0,0,0,23639,23639,0,21572,0,0,0,18512,3060
coremark,8,00,00,0,0,1,161108,161108,0,157647,0,0,0,138430,19217
coremark,8,00,00,0,1,0,1255,1255,0,1202,0,0,0,1160,42
coremark,8,00,00,0,1,1,34867,34867,0,31353,0,0,0,31169,184
coremark,8,00,00,1,0,0,3032,3032,0,1138,0,0,0,997,141
coremark,8,00,00,1,0,1,1741,1741,0,1687,0,0,0,1535,152
coremark,8,00,00,1,1,0,15381,15381,0,14635,0,0,0,14530,105
coremark,8,00,00,1,1,1,2282,2282,0,1869,0,0,0,1571,298
coremark,8,00,00,2,0,0,66,66,0,33,0,0,0,23,10
coremark,8,00,00,2,0,1,63,63,0,32,0,0,0,22,10
coremark,8,00,00,2,1,0,213,213,0,138,0,0,0,133,5
coremark,8,00,00,2,1,1,14998,14998,0,14917,0,0,0,13111,1806
coremark,8,00,00,3,0,0,3,3,0,3,0,0,0,3,0
coremark,8,00,00,3,1,0,19896,19896,0,15841,0,0,0,15841,0
coremark,8,00,01,0,1,0,696,696,0,171,0,0,0,161,10
coremark,8,00,01,0,1,1,1020,1020,0,395,0,0,0,321,74
coremark,8,00,01,1,1,0,3586,3586,0,3373,0,0,0,3363,10
coremark,8,00,01,1,1,1,1293,1293,0,1019,0,0,0,677,342
coremark,8,00,01,2,1,0,163,163,0,72,0,0,0,72,0
coremark,8,00,01,2,1,1,537,537,0,488,0,0,0,449,39
coremark,8,00,01,3,1,0,4218,4218,0,4211,0,0,0,4211,0
coremark,8,00,10,0,1,0,191,191,0,161,0,0,0,144,17
coremark,8,00,10,0,1,1,1374,0,1374,0,651,582,69,0,0
coremark,8,00,10,1,1,0,2208,2208,0,2185,0,0,0,2159,26
coremark,8,00,10,1,1,1,1946,0,1946,0,1710,1446,264,0,0
coremark,8,00,10,2,1,0,223,223,0,195,0,0,0,195,0
coremark,8,00,10,2,1,1,1810,0,1810,0,1797,1791,6,0,0
coremark,8,00,10,3,1,0,284,284,0,283,0,0,0,283,0
coremark,8,00,11,0,1,0,488,488,0,447,0,0,0,429,18
coremark,8,00,11,0,1,1,9576,0,9576,0,2178,1411,767,0,0
coremark,8,00,11,1,1,0,32986,32986,0,32177,0,0,0,32135,42
coremark,8,00,11,1,1,1,2313,0,2313,0,1850,1432,418,0,0
coremark,8,00,11,2,1,0,715,715,0,628,0,0,0,628,0
coremark,8,00,11,2,1,1,20307,0,20307,0,20149,15805,4344,0,0
coremark,8,00,11,3,1,0,16484,16484,0,14725,0,0,0,14725,0
